,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,2000mAh 3.7V,1,,,,different dimentions,,,,
,old board,2000mAh 3.7V,4,,"D9, L1 R",,uncertain Function,,,,
,8259,,,,"D9, L1 R",,God almightly why arent these labeled as IC adaptors/holders/connectors,,,,
,,,1,,,,,,,,
,,8 pin,6,,,,,,,,
,,9 pin,5,,,,store upside dwon for ease,,,,
,,10 pin,5,,,,,,,,
,,11 pin,3,,,,,,,,
,,12 pin wide,3,,,,,,,,
,connectors,20 pin wide,,,"D9, L1 R",,"some interiors for the connectors are inside, but are otherwise contactless, 22 total",,,,
,,,3,,,,M,,,,
,,JST PHR 14,1,,,,F,,,,
,,JST 2x1,33,,,,,,,,
,,2x1 jumper,17,,,,F,,,,
,,DC Jack,288,,,,M,,,,
,Ribbon cable,2x3 Connector,,,"D9, L1 R",,,,,,
,,,1,,,,,,,,
,,2x5 grey small,1,,,,,,,,
,,2x5 grey larger,1,,,,,,,,
,,2x10 grey,1,,,,has purple,,,,
,,wire?,10,,,,,,,,
,,2x4 Female,9,,,,,,,,
,perf,2x4 Male,,,"D9, L1 R",,,,,,
,,,4,,,,,,,,
,,6x28,7,,,,,,,,
,,10x24,5,,,,,,,,
,,14x20,16,,,,,,,,
,,18x24,1,,,,,,,,
,,22x27,1,,,,,,,,
,,26x31,3,,,,,,,,
,,Breakable Large,2,,,,,,,,
,power,Ada Perma Proto Half,,,"D9, L1 R",,,,,,
,,,1,,,,,,,,
,,Open JTAG V3.1,1,,,,,,,,
,Sensor/tranceivers,Solar Pnl 70X55,,,"D9, L1 R",,,,,,
,,,26,,,,,,,,
,,NRF M 24L01,1,,,,,,,,
,,GY-521 MPU,1,,,,,,,,
,,Ada Barrometric Pressure BMP 280 I2C or SPI,1,,,,,,,,
,,SanoCardio prodj LED,1,,,,,,,,
,,Level Converter,2,,,,all a bit different,,,,
,,XBEE adaptor,1,,,,,,,,
,,Bluetooth Bee,,,,,,,,,
,,Arduino 12V Relay,2,,,,,,,,
,Arduino Mega Uno,XBee S2C,,,"D9, L1 R",,,,,,
,,,2,,,,,,,,
,,MEGA 2560,2,,,,,,,,
,,UNO,1,,,,,,,,
,,Seeeduino,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Drawer 10,,,,,,,,,,,
,LM555/556,,,,"D10, L1 C",,,,,,
,,,5,,,,,,,,
,,5x2 IC socket,7,,,,,,,,
,,555,41,basically 2 555,,,,,,,
2 left,LM565/566,556,,,"D10, L1 C",,,,,,
,,,23,basically 2 566,,,,,,,
,,565,3,,,,,,,,
,AM26LS32,566,13,,"D10, L1 C",,,,,,
,CA3080E,,,,"D10, L1 C",,,,,,
,,,9,,,,,,,,
,,CA3080E,16,Ceramic Filter,,,https://www.radio741.com/66285-ahcfm2-455d-toko-455khz-am-ceramic-filter-bandwith-10khz-6db.html?SubmitCurrency=1&id_currency=2,,,,
,CA3046,455D,2,,"D10, L1 C",,,,,,
,2211CP 2206,,,,"D10, L1 C",,,,,,
,,,4,,,,,,,,
,,2211,4,,"D10, L1 C",,,,,,
,LM2596,2206,17,,"D10, L1 C",,,,,,
,TRIM POT,,,,"D10, L1 C",,,,,,
,,,23,,,,,,,,
,,black dial,3,,,,,,,,
,,no dial,2,B5 03 HD,,might be either,https://sinolec.co.uk/en/9mm-potentiometers/1211644-9mm-500k-ohm-linear-rotary-potentiometer-with-white-line-indicator.html,,,,
,,?,1,,,or,https://aisynthesis.com/product/tall-9mm-trimmer-potentiometer/,,,,
,,green dial,1,,,,,,,,
,,large-r blue,17,,,,,,,,
,WATCH CRYSTAL,small blue,~30,,"D10, L1 C","look delecate, hard to veryfy details, look like a tube",,,,,
,20 MGHZ CRYSTAL,,,,"D10, L1 C",,,,,,
,,,26,,,"most on a tape, need better packaging",,,,,
,LF353,200ECSXR,,,"D10, L1 C",,,,,,
,,,5,,,,,,,,
,PALS AND GALS,LF353N,,,"D10, L1 C",,,,,,
,,,1,,,,,,,,
,,ATMEL F22LV10CQZ - 30PU,3,,,,,,,,
,,PALC22V10-25PC,2,,,,,,,,
,,PAL16L8ACN RED DOT,3,,,,,,,,
,,DMPAL16R4ANC,4,,,,,,,,
,,PALCE16V8L-15PC,10,,,,,,,,
,,PAL16R8ANC,3,,,,,,,,
,,PAL16R6ANC,2,,,,,,,,
,LM324,PAL20RA10CNS,,,"D10, L1 C",,,,,,
,,,4,,,,,,,,
,LM358,LM324AN,,,"D10, L1 C",,,,,,
,,,31,,,,,,,,
,MC1488,LM358N,,,"D10, L1 C",,,,,,
,,,3,,,,,,,,
,,1488P,1,,,,,,,,
,MC1489,1488N,,,"D10, L1 C",,,,,,
,,,4,,,,,,,,
,MC4558,SN75189N,,,"D10, L1 C",,,,,,
,,,1,,,,,,,,
,,RC4558DN,2,,,,,,,,
,,RC4558NB,10,,,,,,,,
,MC14029,MC4558CP,,,"D10, L1 C",,,,,,
,,,5,,,,,,,,
,TL081CP,MC14029BCP,,,"D10, L1 C",,,,,,
,,,10,,,some say P3,,,,,
,,silver,2,,,,,,,,
,DS14C232,other,,,"D10, L1 C",,,,,,
,,,5,,,,,,,,
,DAC0830,CN,,,"D10, L1 C",,,,,,
,,,3,,,SP006AB,10X2,,,,
,,830,1,,,HB030AF,10X2,,,,
,,830,2,,,,8X2,,,,
,,808,,,,,,,,,
,,,,,,,,,,,
,A3144,,,,"D10, L1 C",,,,,,
,,,16,,,"3 pin, thing..",,,,,
,LM1458,,,,"D10, L1 C",,,,,,
,,,9,,,2 odd ones,,,,,
,,N,,,,,,,,,
,LM13600,,,,"D10, L1 C",,,,,,
,,,7,,,1 wth yellow dot,,,,,
,AT28HC256,,,,"D10, L1 C",,,,,,
,,,1,,,,,,,,
,,256,1,,,Japan,,,,,
,93C46B,MB84256C-10L,,,"D10, L1 C",,,,,,
,,,13,,,unreadable,,,,,
,TL072CP,,,,"D10, L1 C",,,,,,
,,,10,,,,,,,,
,26LS31,,,,"D10, L1 C",,,,,,
,,,,,,,,,,,
,,,10,,,also written on v,,,,,
,,AM..CN,4,,,,,,,,
,PLDs,DS..CN,,,"D10, L1 C",,,,,,
,,,4,,,,,,,,
,16550,740 ATF22V10C-10PC,,,"D10, L1 C",,,,,,
,,,8,,,"1 variant, unsure",,,,,
,LM2907N,,,,"D10, L1 C",, Frequency to Voltage Converter,,,,https://www.ti.com/lit/ds/symlink/lm2907-n.pdf
,,,12,,,,,,,,
,8284,,,,"D10, L1 C",,,,,,
,,,2,,,,,,,,
,62256,P...A,,,"D10, L1 C",,,,,,
,,,1,,,,,,,,
,,KM...CLP-7L,1,,,,,,,,
,,CY...LL-70PC,5,,,,,,,,
,CY62256L,HM..LP-70,,,"D10, L1 C",,IC SRAM 256KBIT PARALLEL 28DIP,,,,https://www.digikey.com/en/products/detail/infineon-technologies/CY62256L-70PC/464568
,,,5,,,"SM, TOO SMALL TO READ",,,,,
,LM339,Mislabled?,,,"D10, L1 C",,Quad differential comparator,,,,https://www.ti.com/product/LM339
,,,18,,,,,,,,
,,N,1,,,,,,,,
,LM335,D,,,"D10, L1 C",,"2C analog temperature sensor, 10 mV/K in hermetic package",,,,https://www.ti.com/product/LM335
,,,32,,,,,,,,
,,335,7,,,,,,,,
,CD4510,Z and AZ,,,"D10, L1 C",,CMOS Presettable BCD Up/Down Counter,,,,https://www.ti.com/product/CD4510B
,,,4,,,,,,,,
,,UBE,36,,,,,,,,
,GD4011B,,,,"D10, L1 C",,2 Input NAND Gate,,,,https://www.electronicoscaldas.com/datasheet/GD4011B-GD4012B_GoldStar.pdf
,,,4,,,,,,,,
,,UBE,9,,,,,,,,
,LM393,,,,"D10, L1 C",,Dual differential comparator,,,,https://www.ti.com/product/LM393
,,,1,,,,,,,,
,AD737,N,,,"D10, L1 C",,True RMS-to-DC Converter,,,,https://www.analog.com/en/products/ad737.html#part-details
,,,6,,,,,,,,
,M5L2114,,,,"D10, L1 C",,,,,,
,,,5,,,,,,,,
,,Japan,10,,,,,,,,
,Y560820T,2114,,,"D10, L1 C",,,,,,
,,,56,,,,,,,,
,MC14066,,,,"D10, L1 C",,Quad Analog Switch/Quad Multiplexer,,,,https://www.mouser.com/datasheet/2/308/1/mc14066b_d-1193064.pdf
,,,7,,,,,,,,
,LF398N,,,,"D10, L1 C",,"Monolithic sample and hold circuit (10-µs acquisition, 7-mV offset)",,,,https://www.ti.com/product/LF398-N
,,,3,,,,,,,,
,ADC0820,,,,"D10, L1 C",,ADC0820-N 8-Bit High Speed µP Compatible A/D Converter with Track/Hold Function,,,,
,,,3,,,2 types,,,,,https://www.ti.com/lit/ds/symlink/adc0820-n.pdf
,LM356,,,,"D10, L1 C",,"Single, 36-V, 5-MHz, high slew rate (12-V/µs), In to V+, JFET-input operational amplifier",,,,
,,,8,,,2 types,,,,,https://www.ti.com/product/LF356
,15K,,,,"D10, L1 C",,,,,,
,,,1,,,BGO Gold,,,,,
,LM35DT,,,,"D10, L1 C",,LM35 Precision Centigrade Temperature Sensors,,,,https://www.ti.com/lit/ds/symlink/lm35.pdf
,,,1,,,"transistor package, almost unreadable",,,,,
,LM311,,,,"D10, L1 C",,"High Speed, 30V, Differential Comparator With Strobes",,,,https://www.ti.com/product/LM311
,,,0,,,Empty,,,,,
,CD4007,,,,"D10, L1 C",,CMOS dual complementary pair plus inverter,,,,https://www.ti.com/lit/ds/symlink/cd4007ub.pdf?ts=1731004601302&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FCD4007UB%253Futm_source%253Dgoogle%2526utm_medium%253Dcpc%2526utm_campaign%253Dasc-null-null-GPN_EN-cpc-pf-google-wwe%2526utm_content%253DCD4007UB%2526ds_k%253DCD4007UB%2526DCM%253Dyes%2526gad_source%253D1%2526gclid%253DCj0KCQiA57G5BhDUARIsACgCYnwmXLiwCn-SnXX-XV0P_nwL0cC9-I4mm2eGo_gs1FBqRPCWOETR3W0aAmkvEALw_wcB%2526gclsrc%253Daw.ds
,,,1,,,,,,,,
,CD4051,,,,"D10, L1 C",,"20-V, 8:1, 1-channel analog multiplexer with logic-level conversion",,,,https://www.ti.com/lit/ds/symlink/cd4051b.pdf?ts=1731086131165&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FCD4051B%253Futm_source%253Dgoogle%2526utm_medium%253Dcpc%2526utm_campaign%253Dasc-int-null-44700045336317254_prodfolderdynamic-cpc-pf-google-ww_en_int%2526utm_content%253Dprodfolddynamic%2526ds_k%253DDYNAMIC+SEARCH+ADS%2526DCM%253Dyes%2526gad_source%253D1%2526gclid%253DCj0KCQiAire5BhCNARIsAM53K1grOr_2cKmrAJoqgOGMjGCHuljOe2MHAxiHp0OoDRY5UIkd4ZFl4isaAmSWEALw_wcB%2526gclsrc%253Daw.ds
,,,0,,,Empty,,,,,
,CD4066,,,,"D10, L1 C",,quad bilateral switch,,multiplexer,,https://www.ti.com/lit/ds/symlink/cd4066b.pdf
,,,0,,,Empty,,,,,
,4.7,,,,"D10, L1 C",,,,,,
,,,6,,,,,,,,
,MISC OP AMP,1/2 W ?,,,"D10, L1 C",,,,,,
,,,1,,,,,,,,
,,74C1N3M TLC071AL,3,,,,,,,,
,MINI-PERF,741,,,"D10, L1 C",,,,,,
,,,6,,,,,,,,
,SPEAKER,,,,"D10, L1 C",,,,,,
,,,3,,,,,,,,
,455 FILTERS,Piezo Buzzer,,,"D10, L1 C",,,,,,
,,,Chocolate?,,,,,,,,
,8.2K,,,,"D10, L1 C",,,,,,
,,,0,,,,,,,,
,BAD CANDY,,,,"D10, L1 C",,,,,,
,,,,,,,,,,,
,ICM7556IPD Timer,,6,,"D10, L1 C",,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Drawer 11,,,,,,,,,,,
,Heat Sink,,0,,"D11, L1 L",,,,,,
,..,,,,"D11, L1 L",,,,,,
,ZIF 32 Pin,,5,,"D11, L1 L",,,,,,
,ZIF 28 Pin,,4,,"D11, L1 L",,,,,,
,ZIF 38 Pin,,0,,"D11, L1 L",,,,,,
,ZIF 40 Pin,,0,,"D11, L1 L",,,,,,
,DIP Sockets,,,,"D11, L1 L",,,,,,
,,,1,,,,,,,,
,,12x2,3,,,,,,,,
,,7x2,5,,,,,,,,
,,10x2,4,,,,,,,,
,Female Headers,9x2,,,"D11, L1 L",,,,,,
,,,1,,,,,,,,
,,35x1,4,,,,,,,,
,,40x1,2,,,,,,,,
,,24x1,5,,,,,,,,
,,15x1,3,,,white,from larger piece,,,,
,,1x4,1,,,,,,,,
,,8x2,1,,,,,,,,
,,20x2,6,,,90 degree for 5,,,,,
,,40x1,9,,,,"cut from larger pieces, messy",,,,
,,2x3,87,,,Female,,,,,
,,1x40 Swiss,2,,,Femlae,damaged,,,,
,,1x10,4,,,,"various, esentially broken",,,,
,Standoffs,else,,,"D11, L1 L",,,,,,
,,,141,length ~2.5cm,,F to F,,,,,
,,1/4 hex standoff,25,,,,not compat with ^^,,,,
,,1/4 MF hex,1,,,,with ^,,,,
,,1/4 FF,39,,,small threads,,,,,
,,,15,,,larger threads,incompatible with small threads M or F,,,,
,,,93,,,FF,,,,,
,,M3x30,10,,,MF,"with ^, shiny?",,,,
,,M3x30,100,,,"FF, sealed",,,,,
,,M3x20,58,,,MF,,,,,
,,M3x17,,,,,,,,,
,7-Segments,Several smaller nuts,,,"D11, L1 L",,,,,,
,,,11,,,GNS-3011BH-11,Various sub numbers,,,,
,,small,1,,,5011AS,,,,,
,,large,7,,,SA56-11SRWA,"KB 20-21 R , KB 16-14 Q",,,,
,,large,9,,,various,cant read all of the text,,,,
,,large,2,,,"FJ3101BS , KYX-3101B","different pin arangment than ^, 1 IS RED",,,,
,,small,1,,,CL5642BH,,,,,
,20-DIP Plug,Clock Module,48,,"D11, L1 L",,,,,,
,,2x10,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Male Headers,,,,"D11, L1 L",,,,,,
,,,7,,,Male,,,,,
,,1x40 ,5,,,Male,Stacking?,,,,
,,1x40 Long,2,,,Male,,,,,
,,2x10,3,,,Male,,,,,
,,2x1,10,,,Male,,,,,
,,1x3,4,,,Male,,,,,
,,6x1 90 deg,,,,,seriously its just a bunch smaller than the ones above,,,,
,,misc,,,,,,,,,
,,"1 bag, various small",7,,,,,,,,
,,weird green things,2,,,Male,surface vertical mount,,,,
,,1x30,,,,,,,,,
